Brewery,Address,zipcode,PhoneNumber,YelpRating,NumReviews,lat,lng,url,PopDensity,Population Density,LANDSQMI,MedianIncome,Median Income
Pinthouse Pizza,"4729 Burnet Rd, Austin, TX 78756",78756,-10552,4,657,30.318692,-97.738906,https://www.yelp.com/biz/pinthouse-pizza-austin?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4303,1.7,60,59854
Rock Bottom Restaurant & Brewery,"8980 Villa La Jolla Dr, La Jolla, CA 92037",92037,-10584,3,651,32.8711973,-117.2342247,https://www.yelp.com/biz/rock-bottom-restaurant-and-brewery-la-jolla?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3577,13.1,99,99367
Pizza Port,"301 N El Camino Real, San Clemente, CA 92672",92672,-1893,4,639,33.42889,-117.61354,https://www.yelp.com/biz/pizza-port-san-clemente?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4330,8,76,75681
Karl Strauss Brewing Company,"1044 Wall St, Ste C",92037,-4147,4,617,32.8471024,-117.2735865,https://www.yelp.com/biz/karl-strauss-brewing-company-la-jolla?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3577,13.1,99,99367
BJ's Restaurant & Brewhouse,"511 Coleman Ave, San Jose, CA 95110",95110,-7980,2.5,609,37.340382,-121.904107,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-san-jose-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4014,4.7,63,63184
Boundary Bay Brewery & Bistro,"1107 Railroad Ave, Bellingham, WA 98225",98225,-6599,4,608,48.7472,-122.48115,https://www.yelp.com/biz/boundary-bay-brewery-and-bistro-bellingham?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3678,12.6,36,35765
E.J. Phair Brewing Company and Alehouse,"2151 Salvio St, Concord, CA 94520",94520,-5868,3.5,547,37.97803598,-122.0337571,https://www.yelp.com/biz/e-j-phair-brewing-company-and-alehouse-concord-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3688,10.1,47,47313
BJ's Restaurant & Brewhouse,"1370 Frazee Rd, San Diego, CA 92108",92108,-7782,3,544,32.772012,-117.157354,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-san-diego-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4402,4.3,63,63098
BJ's Restaurant & Brewhouse,"1200 Roseville Pkwy, Roseville, CA 95678",95678,-3595,3,538,38.768164,-121.265097,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-roseville?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3792,10.9,61,60513
Rock Bottom Restaurant & Brewery,"206 SW Morrison St, Portland, OR 97204",97204,-4037,3,533,45.5178659,-122.6749636,https://www.yelp.com/biz/rock-bottom-restaurant-and-brewery-portland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4169,0.3,13,13350
Draught House Pub & Brewery,"4112 Medical Pkwy, Austin, TX 78756",78756,-7221,4.5,528,30.31098,-97.74283,https://www.yelp.com/biz/draught-house-pub-and-brewery-austin?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4303,1.7,60,59854
Wrecking Bar Brewpub,"292 Moreland Ave NE, Atlanta, GA 30307",30307,-3224,4,505,33.7632561,-84.3493576,https://www.yelp.com/biz/wrecking-bar-brewpub-atlanta?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3942,4.6,77,76591
BJ's Restaurant & Brewhouse,"24032 El Toro Rd, Laguna Hills, CA 92653",92653,-4518,3,497,33.612312,-117.711227,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-laguna-hills?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4374,6.7,92,91878
BJ's Restaurant & Brewhouse,"8188 E Santa Ana Canyon Rd, Anaheim Hills, CA 92808",92808,-5080,2.5,496,33.867425,-117.747275,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-anaheim-hills-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3943,5.1,105,105144
Against the Grain Brewery & Smokehouse,"401 E Main St, Louisville, KY 40202",40202,-1190,4,490,38.25540088,-85.74412492,https://www.yelp.com/biz/against-the-grain-brewery-and-smokehouse-louisville-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4356,1.6,16,16069
Oggi's Sports I Brewhouse I Pizza,"2245 Fenton Parkway, Ste 101",92108,-2330,3,484,32.7799,-117.1289,https://www.yelp.com/biz/oggis-sports-i-brewhouse-i-pizza-mission-valley?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4402,4.3,63,63098
Pacific Coast Brewing Co.,"906 Washington St, Oakland, CA 94607",94607,-4084,3,481,37.8015962,-122.2743899,https://www.yelp.com/biz/pacific-coast-brewing-co-oakland-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4235,5.9,33,32856
Nexus Brewery,"4730 Pan American E Fwy NE, Ste D",87109,-4846,4,478,35.13379796,-106.605917,https://www.yelp.com/biz/nexus-brewery-albuquerque?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3997,10.1,44,44243
Karbach Brewing Company,"2032 Karbach St, Houston, TX 77092",77092,-10278,4.5,460,29.80584551,-95.46052589,https://www.yelp.com/biz/karbach-brewing-company-houston?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4431,7.6,37,37314
The Depot Craft Brewery Distillery,"325 E 4th St, Reno, NV 89512",89512,-5841,4,450,39.53107496,-119.8095685,https://www.yelp.com/biz/the-depot-craft-brewery-distillery-reno-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4058,6.3,31,31081
Papago Brewing,"7107 E Mcdowell Rd, Scottsdale, AZ 85257",85257,-8343,4,444,33.4655863,-111.9279622,https://www.yelp.com/biz/papago-brewing-scottsdale?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4078,6.6,47,47194
The Monk's Cellar,"240 Vernon St, Roseville, CA 95678",95678,-8366,4,435,38.74966666,-121.2832573,https://www.yelp.com/biz/the-monks-cellar-roseville-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3792,10.9,61,60513
Breakside Brewery,"820 NE Dekum St, Portland, OR 97211",97211,-7696,4,424,45.57153224,-122.6568681,https://www.yelp.com/biz/breakside-brewery-portland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4305,7.3,62,61962
Saint Arnold Brewing Company,"2000 Lyons Ave, Houston, TX 77020",77020,-10892,4.5,422,29.77109,-95.34841,https://www.yelp.com/biz/saint-arnold-brewing-company-houston?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3688,6.9,29,29401
Granite City Food & Brewery,"200 American Way, National Harbor, MD 20745",20745,-4632,3.5,413,38.7841505,-77.0145974,https://www.yelp.com/biz/granite-city-food-and-brewery-national-harbor?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4401,6.5,61,60629
Heist Brewery,"2909 N Davidson St, Ste 200",28205,-9338,3.5,407,35.24531,-80.80956,https://www.yelp.com/biz/heist-brewery-charlotte?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3716,11.8,35,35310
San Diego Brewing Co,"10450 Friars Rd, San Diego, CA 92120",92120,-3641,3.5,403,32.792159,-117.098768,https://www.yelp.com/biz/san-diego-brewing-co-san-diego?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3954,6.7,81,81000
BJ's Restaurant & Brewhouse,"22022 El Paseo, Rancho Santa Margarita, CA 92688",92688,-3673,2.5,396,33.643334,-117.594315,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-rancho-santa-margarita-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4018,10.9,99,98821
Scuttlebutt Brewing Company,"1205 Craftsman Way, Everett, WA 98201",98201,-9997,3.5,388,48.00100381,-122.2173134,https://www.yelp.com/biz/scuttlebutt-brewing-company-everett-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3956,7.5,43,43229
Brewery Vivant,"925 Cherry St SE, Grand Rapids, MI 49506",49506,-2938,4,361,42.95973563,-85.6460828,https://www.yelp.com/biz/brewery-vivant-grand-rapids?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4305,7.3,65,65260
Fullsteam Brewery,"726 Rigsbee Ave, Durham, NC 27701",27701,-3937,4.5,354,36.00313555,-78.89982142,https://www.yelp.com/biz/fullsteam-brewery-durham?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4034,5.3,27,26690
Jack's Brewing Company,"39176 Argonaut Way, Fremont, CA 94538",94538,-3341,3.5,350,37.54406,-121.98751,https://www.yelp.com/biz/jacks-brewing-company-fremont?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3715,16.5,86,85945
Sasquatch Brewing Company,"6440 SW Capitol Hwy, Portland, OR 97239",97239,-2903,3.5,327,45.4776001,-122.6990738,https://www.yelp.com/biz/sasquatch-brewing-company-portland-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3984,3.6,75,74834
La Jolla Brewing Company,"7536 Fay Ave, La Jolla, CA 92037",92037,-7862,4,326,32.8408148,-117.2743615,https://www.yelp.com/biz/la-jolla-brewing-company-la-jolla-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3577,13.1,99,99367
Dunedin Brewery,"937 Douglas Ave, Dunedin, FL 34698",34698,-2068,4,326,28.0139904,-82.7876282,https://www.yelp.com/biz/dunedin-brewery-dunedin?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3646,10.2,48,47676
Aslan Brewing Company,"1330 N Forest St, Bellingham, WA 98225",98225,-3225,4,326,48.748395,-122.474484,https://www.yelp.com/biz/aslan-brewing-company-bellingham?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3678,12.6,36,35765
Big Dog's Brewing,"4543 N Rancho Dr, Las Vegas, NV 89130",89130,-2750,3.5,324,36.24241934,-115.2358108,https://www.yelp.com/biz/big-dogs-brewing-las-vegas?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4318,7.7,65,64866
BJ's Restaurant & Brewhouse,"715 E. Shaw, Fresno, CA 93710",93710,-3028,3,321,36.80816,-119.774574,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4308,7,42,42286
North Mountain Brewing,"522 E Dunlap Ave, Phoenix, AZ 85020",85020,-7461,4,319,33.5679191,-112.0663979,https://www.yelp.com/biz/north-mountain-brewing-phoenix-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3695,8.9,46,46037
Beardslee Public House,"19116 Beardslee Blvd, Bothell, WA 98011",98011,-1711,3.5,313,47.76631895,-122.191392,https://www.yelp.com/biz/beardslee-public-house-bothell?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3569,8.2,72,71720
BJ's Restaurant & Brewhouse,"5207 Brodie Lane, Sunset Valley, TX 78745",78745,-5203,3,312,30.231834,-97.816851,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sunset-valley?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4166,13.4,51,50672
Twain's Brewpub & Billiards,"211 E Trinity Pl, Decatur, GA 30030",30030,-839,3.5,300,33.7723503,-84.2946625,https://www.yelp.com/biz/twains-brewpub-and-billiards-decatur?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4065,6.5,66,66134
Detroit Beer Company,"1529 Broadway, Detroit, MI 48226",48226,-2803,3.5,298,42.33583,-83.04883,https://www.yelp.com/biz/detroit-beer-company-detroit?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4295,1.2,31,30891
Elliott Bay Brewhouse & Pub,"255 SW 152nd St, Burien, WA 98166",98166,-4662,4,288,47.4665899,-122.33883,https://www.yelp.com/biz/elliott-bay-brewhouse-and-pub-burien?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3580,5.7,63,63320
Gordon Biersch,"420 S Mill Ave, Tempe, AZ 85281",85281,-1248,3,285,33.4256595,-111.940382,https://www.yelp.com/biz/gordon-biersch-tempe-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4296,13.4,31,30582
Oggi's Sports I Brewhouse I Pizza,"10155 Rancho Carmel Dr, Carmel Mountain Ranch, CA 92128",92128,-9332,3,273,32.96553,-117.08982,https://www.yelp.com/biz/oggis-sports-i-brewhouse-i-pizza-carmel-mountain-ranch?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4253,11.2,93,92531
Iron Hill Brewery & Restaurant,"620 Justison St, Wilmington, DE 19801",19801,-3512,3.5,261,39.73340793,-75.56045584,https://www.yelp.com/biz/iron-hill-brewery-and-restaurant-wilmington-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3934,4.1,27,27394
Griffin Claw Brewing Company,"575 S Eton St, Birmingham, MI 48009",48009,-5009,4,260,42.54336164,-83.19487256,https://www.yelp.com/biz/griffin-claw-brewing-company-birmingham?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3980,5.1,99,98750
BJ's Restaurant & Brewhouse,"7637 FM 1960 West, Houston, TX 77070",77070,-9534,3.5,252,29.96240997,-95.54456573,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-houston?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3537,13,69,69139
Great Basin Brewing,"846 Victorian Ave, Sparks, NV 89431",89431,-8840,4,250,39.5351614,-119.7540794,https://www.yelp.com/biz/great-basin-brewing-sparks-4?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3741,9.7,37,37110
Butcher & The Brewer,"2043 E 4th St, Cleveland, OH 44115",44115,-1351,3.5,244,41.49921767,-81.69012889,https://www.yelp.com/biz/butcher-and-the-brewer-cleveland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3757,2.2,12,12457
McMenamins on the Columbia,"1801 SE Columbia River Dr., Vancouver, WA 98661",98661,-2579,3,242,45.615453,-122.65319,https://www.yelp.com/biz/mcmenamins-on-the-columbia-vancouver-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3929,10.6,40,39665
BJ's Restaurant & Brewhouse,"9748 W. Northern Ave., Peoria, AZ 85345",85345,-7864,3.5,239,33.551939,-112.269247,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-peoria?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4307,13.1,46,45886
Red Brick Station Restaurant & Brew Pub,"8149 Honeygo Blvd, Baltimore, MD 21236",21236,-9167,3.5,234,39.3716202,-76.4636917,https://www.yelp.com/biz/red-brick-station-restaurant-and-brew-pub-white-marsh?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4491,8.6,69,69219
BJ's Restaurant & Brewhouse,"8888 SW 136th St., Miami, FL 33176",33176,-8105,3,232,25.643767,-80.337119,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-miami-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4090,12.3,60,60472
McFate Brewing Company,"1312 N Scottsdale Rd, Scottsdale, AZ 85257",85257,-10235,4,224,33.46261,-111.92706,https://www.yelp.com/biz/mcfate-brewing-company-scottsdale-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4078,6.6,47,47194
Rock Bottom Restaurant & Brewery,"94 Yorktown Ctr, Lombard, IL 60148",60148,-2603,3.5,215,41.838586,-88.010556,https://www.yelp.com/biz/rock-bottom-restaurant-and-brewery-lombard?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3798,13.6,70,70448
Old Market Pub & Brewery,"6959 SW Multnomah Blvd, Portland, OR 97223",97223,-3083,3,215,45.4660385,-122.7481071,https://www.yelp.com/biz/old-market-pub-and-brewery-portland?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4045,11.6,65,64519
Natty Greene's Brewing Company,"345 S Elm St, Greensboro, NC 27401",27401,-1982,3.5,212,36.0686,-79.79027,https://www.yelp.com/biz/natty-greenes-brewing-company-greensboro-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3530,6.2,26,26460
BJ's Restaurant & Brewhouse,"3800 Park Blvd., Pinellas Park, FL 33781",33781,-5891,3.5,211,27.838655,-82.686277,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-pinellas-park?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3894,6.7,41,40594
Dangerous Man Brewing Co,"1300 2nd St NE, Minneapolis, MN 55413",55413,-4934,4.5,211,45.0011101,-93.2663879,https://www.yelp.com/biz/dangerous-man-brewing-co-minneapolis-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3923,3.3,46,45518
Gordon Biersch Brewery Restaurant,"3242 Peachtree Rd NE, Atlanta, GA 30305",30305,-920,3.5,210,33.84387277,-84.37320488,https://www.yelp.com/biz/gordon-biersch-brewery-restaurant-atlanta-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3574,6.4,86,85993
Big E Ales,"5030 208th St SW, Lynnwood, WA 98036",98036,-8147,4,210,47.809864,-122.302111,https://www.yelp.com/biz/big-e-ales-lynnwood-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3718,9.7,65,64738
BJ's Restaurant & Brewhouse,"5150 North Nevada Ave, Colorado Springs, CO 80918",80918,-1491,3,208,38.903509,-104.818003,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-colorado-springs?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3795,12,61,61012
Chama River Brewing Company,"4939 Pan American W Fwy, Albuquerque, NM 87109",87109,-2646,3.5,207,35.140013,-106.599937,https://www.yelp.com/biz/chama-river-brewing-company-albuquerque?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3997,10.1,44,44243
Caboose Brewing,"520 Mill St NE, Vienna, VA 22180",22180,-10147,4,207,38.90776233,-77.27057867,https://www.yelp.com/biz/caboose-brewing-vienna-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4042,5.8,127,127205
3 Daughters Brewing,"222 22nd St S, St. Petersburg, FL 33712",33712,-7223,4.5,200,27.7690105,-82.6623306,https://www.yelp.com/biz/3-daughters-brewing-st-petersburg?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4280,5.9,35,35354
Ram Restaurant & Brewery,"700 N Milwaukee Ave, Wheeling, IL 60090",60090,-2588,3,198,42.15114,-87.91453,https://www.yelp.com/biz/ram-restaurant-and-brewery-wheeling-3?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4007,9.4,58,58466
The Mitten Brewing Company,"527 Leonard St NW, Grand Rapids, MI 49504",49504,-6835,4,194,42.98510742,-85.68105316,https://www.yelp.com/biz/the-mitten-brewing-company-grand-rapids?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,3627,11,41,40808
BJ's Restaurant & Brewhouse,"2100 Louisiana Blvd. NE, Building 213",87110,-9976,3,194,35.09953935,-106.5673481,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-albuquerque-2?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4469,8.6,50,49664
Elk Horn Brewery,"686 E Broadway St, Eugene, OR 97401",97401,-9401,3.5,191,44.049912,-123.082452,https://www.yelp.com/biz/elk-horn-brewery-eugene-7?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4419,9.2,31,31080
Sprecher Brewing Co,"701 W Glendale Ave, Milwaukee, WI 53209",53209,-9214,4,188,43.100231,-87.919893,https://www.yelp.com/biz/sprecher-brewing-company-milwaukee?adjust_creative=o8DW2hHiSdQ7YpkFIQfVSA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=o8DW2hHiSdQ7YpkFIQfVSA,4,4308,10.9,33,33119
